algorithmName,terrainType,randomSeed,boardSize,numObjects,collectedDamon,returnedHome,objectsCollected,stepsTaken,runtime,estimationNoise,startingBattery,usedBattery,,,,,,,,,,,,,,,,
Greedy,Pure Random,9.65258E+17,48,5,true,false,0,203,102900,0.5,28.8,28.70183811,,,,,,,,,,,,,,,,
Ants,Pure Random,9.65258E+17,48,5,true,false,3,138,11238684500,0.5,28.8,28.75850664,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.68507E+18,48,5,false,true,0,47,5765338900,0.5,14.4,10.92375099,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.68507E+18,48,5,false,false,0,91,36600,0.5,14.4,14.22992301,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.68507E+18,48,5,true,false,0,75,5170673600,0.5,14.4,14.26940358,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.37943E+18,48,5,true,true,5,261,24046021700,0.6,230.4,56.3056258,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.37943E+18,48,5,true,true,5,369,574500,0.6,230.4,66.22458174,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.37943E+18,48,5,true,true,5,851,1.07781E+11,0.6,230.4,173.7849276,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.91606E+18,48,5,true,true,5,299,42803650300,0.6,115.2,64.33141292,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.91606E+18,48,5,false,false,0,594,478600,0.6,115.2,115.1581218,,,,,,,,,,,,,,,,
Ants,Pure Random,1.91606E+18,48,5,true,true,5,481,51276500300,0.6,115.2,102.4813826,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.15614E+17,48,5,true,true,4,249,21588066400,0.6,57.6,56.11089676,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.15614E+17,48,5,true,true,4,217,191000,0.6,57.6,38.37850186,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.15614E+17,48,5,true,false,3,267,22865701000,0.6,57.6,57.57216559,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.25614E+18,48,5,true,false,0,132,11088045400,0.6,28.8,28.59107066,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.25614E+18,48,5,false,false,0,172,104400,0.6,28.8,28.72299776,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.25614E+18,48,5,true,false,0,138,10554324500,0.6,28.8,28.64502667,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.23103E+18,48,5,true,true,0,53,8049427900,0.6,14.4,12.58252799,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.23103E+18,48,5,false,false,0,150,75400,0.6,14.4,14.33710623,,,,,,,,,,,,,,,,
Ants,Pure Random,1.23103E+18,48,5,true,false,1,67,6558835500,0.6,14.4,14.11673794,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-4.72104E+18,48,3,true,true,3,151,8050802900,0,230.4,30.0527783,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-4.72104E+18,48,3,true,true,3,199,158100,0,230.4,42.61376099,,,,,,,,,,,,,,,,
Ants,Pure Random,-4.72104E+18,48,3,true,true,3,621,78346127800,0,230.4,105.9235129,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.23379E+18,48,3,true,true,3,181,19776780900,0,115.2,33.07102302,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.23379E+18,48,3,true,true,1,465,423700,0,115.2,92.33319583,,,,,,,,,,,,,,,,
Ants,Pure Random,1.23379E+18,48,3,true,true,3,653,66917635300,0,115.2,104.4764792,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.63804E+18,48,3,true,true,3,147,13239726600,0,57.6,31.84509439,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.63804E+18,48,3,true,true,0,215,179000,0,57.6,37.96449009,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.63804E+18,48,3,true,false,1,363,33044051800,0,57.6,57.5891135,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.60761E+18,48,3,true,true,3,97,5756717700,0,28.8,20.78443677,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.60761E+18,48,3,true,true,0,25,21900,0,28.8,5.844799325,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.60761E+18,48,3,true,false,1,185,14839529400,0,28.8,28.77291244,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.71204E+18,48,3,true,true,1,81,5067062400,0,14.4,13.13157672,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.71204E+18,48,3,false,false,0,130,53700,0,14.4,14.36553365,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.71204E+18,48,3,false,false,0,94,6884390800,0,14.4,13.87478195,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.83186E+18,48,3,true,true,3,161,13538404800,0.1,230.4,31.36575321,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.83186E+18,48,3,true,true,1,207,189300,0.1,230.4,42.85829184,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.83186E+18,48,3,true,false,2,486,74890404500,0.1,230.4,85.60057296,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.22251E+18,48,3,true,true,3,213,22631726200,0.1,115.2,39.26836886,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.22251E+18,48,3,true,true,3,213,175700,0.1,115.2,44.06041075,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.22251E+18,48,3,true,true,3,663,89185513600,0.1,115.2,105.6118616,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.007E+18,48,3,true,true,3,241,15325673300,0.1,57.6,47.31383208,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.007E+18,48,3,true,true,3,181,137600,0.1,57.6,37.51952677,,,,,,,,,,,,,,,,
Ants,Pure Random,5.007E+18,48,3,true,false,3,353,40847106000,0.1,57.6,57.52669041,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,7.27974E+18,48,3,true,true,2,153,10412418900,0.1,28.8,28.60926643,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,7.27974E+18,48,3,false,true,0,167,129800,0.1,28.8,28.72850839,,,,,,,,,,,,,,,,
Ants,Pure Random,7.27974E+18,48,3,true,false,0,175,16774021700,0.1,28.8,28.76052286,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,6.52173E+18,48,3,true,true,2,59,6953975100,0.1,14.4,12.81037085,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,6.52173E+18,48,3,false,false,0,94,57200,0.1,14.4,14.3393296,,,,,,,,,,,,,,,,
Ants,Pure Random,6.52173E+18,48,3,false,false,1,84,6642738900,0.1,14.4,14.3648758,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.94493E+18,48,3,true,true,3,145,10643466300,0.2,230.4,28.84056723,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.94493E+18,48,3,true,false,3,959,449000,0.2,230.4,230.3072272,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.94493E+18,48,3,true,true,3,513,92054083500,0.2,230.4,91.02276693,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.92813E+18,48,3,true,true,3,229,16055049400,0.2,115.2,41.23567894,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.92813E+18,48,3,true,true,3,147,148000,0.2,115.2,24.8764987,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.92813E+18,48,3,true,true,3,529,74801190500,0.2,115.2,95.46840687,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.5448E+18,48,3,true,true,3,127,9102910300,0.2,57.6,27.63822122,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.5448E+18,48,3,true,true,3,191,172500,0.2,57.6,38.22478303,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.5448E+18,48,3,true,true,3,237,28568959700,0.2,57.6,48.09383846,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,8.67325E+18,48,3,true,true,1,129,8608492500,0.2,28.8,27.73651463,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,8.67325E+18,48,3,false,false,0,250,105400,0.2,28.8,28.79585411,,,,,,,,,,,,,,,,
Ants,Pure Random,8.67325E+18,48,3,true,false,1,174,14669741300,0.2,28.8,28.72980815,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.35747E+18,48,3,false,true,0,59,4675576000,0.2,14.4,12.77754671,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.35747E+18,48,3,false,true,0,93,55500,0.2,14.4,14.30962182,,,,,,,,,,,,,,,,
Ants,Pure Random,1.35747E+18,48,3,true,false,0,87,6703177000,0.2,14.4,14.39800164,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.08138E+18,48,3,true,true,3,177,21594332100,0.3,230.4,37.62094837,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.08138E+18,48,3,true,true,3,165,101200,0.3,230.4,33.94912193,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.08138E+18,48,3,true,true,3,467,50419388900,0.3,230.4,98.97542956,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,7.2565E+18,48,3,true,true,3,175,13385615300,0.3,115.2,39.68982297,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,7.2565E+18,48,3,true,true,2,563,425000,0.3,115.2,96.5373911,,,,,,,,,,,,,,,,
Ants,Pure Random,7.2565E+18,48,3,true,false,2,591,66384376100,0.3,115.2,115.0181951,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,8.25532E+18,48,3,true,true,3,181,15734861800,0.3,57.6,43.04053674,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,8.25532E+18,48,3,true,true,0,165,229400,0.3,57.6,36.80030651,,,,,,,,,,,,,,,,
Ants,Pure Random,8.25532E+18,48,3,true,false,2,290,24079245500,0.3,57.6,57.56762044,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.08696E+18,48,3,false,true,0,111,5410515200,0.3,28.8,24.70274944,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.08696E+18,48,3,false,false,0,188,95800,0.3,28.8,28.79400687,,,,,,,,,,,,,,,,
Ants,Pure Random,1.08696E+18,48,3,false,false,0,135,10868978600,0.3,28.8,28.78825371,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,8.51281E+18,48,3,false,true,0,63,5423582700,0.3,14.4,11.88812575,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,8.51281E+18,48,3,false,false,0,76,30900,0.3,14.4,14.29762534,,,,,,,,,,,,,,,,
Ants,Pure Random,8.51281E+18,48,3,false,false,0,75,5469248200,0.3,14.4,14.0615584,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.67043E+18,48,3,true,true,3,207,17669301800,0.4,230.4,44.95607738,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.67043E+18,48,3,true,false,2,1155,929100,0.4,230.4,230.2024094,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.67043E+18,48,3,true,true,3,409,58837506300,0.4,230.4,91.32614315,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.79322E+18,48,3,true,true,3,159,11160176100,0.4,115.2,38.14906704,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.79322E+18,48,3,true,false,3,573,368500,0.4,115.2,114.8289109,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.79322E+18,48,3,true,false,3,572,66782918100,0.4,115.2,115.0608299,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.62478E+18,48,3,true,true,3,123,14434888200,0.4,57.6,27.78946307,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.62478E+18,48,3,true,true,0,181,583300,0.4,57.6,35.72109064,,,,,,,,,,,,,,,,
Ants,Pure Random,4.62478E+18,48,3,true,false,3,275,31627463800,0.4,57.6,57.25893819,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,3.35395E+18,48,3,true,true,3,75,14259778400,0.4,28.8,17.70528187,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,3.35395E+18,48,3,false,false,1,141,74200,0.4,28.8,28.64267342,,,,,,,,,,,,,,,,
Ants,Pure Random,3.35395E+18,48,3,true,false,3,146,15710216700,0.4,28.8,28.79766447,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.64405E+18,48,3,false,true,0,67,5334892600,0.4,14.4,13.53563739,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.64405E+18,48,3,false,false,0,119,140600,0.4,14.4,14.36314593,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.64405E+18,48,3,true,false,1,71,6335876200,0.4,14.4,14.31600788,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.58246E+18,48,3,true,true,3,157,11469158800,0.5,230.4,33.97073051,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.58246E+18,48,3,true,false,3,1385,702400,0.5,230.4,230.2691603,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.58246E+18,48,3,true,true,3,349,36769960400,0.5,230.4,74.36987287,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,7.53857E+18,48,3,true,true,3,261,14775581400,0.5,115.2,55.92096627,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,7.53857E+18,48,3,true,false,1,623,446100,0.5,115.2,114.8489901,,,,,,,,,,,,,,,,
Ants,Pure Random,7.53857E+18,48,3,true,false,3,578,57791458600,0.5,115.2,115.1684763,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.34474E+18,48,3,true,true,3,201,10878762100,0.5,57.6,44.19545126,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.34474E+18,48,3,true,true,1,193,162600,0.5,57.6,38.72464082,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.34474E+18,48,3,true,false,2,399,34322805900,0.5,57.6,57.55380821,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.94779E+16,48,3,true,true,2,125,9780568600,0.5,28.8,27.14310061,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.94779E+16,48,3,true,true,0,41,26800,0.5,28.8,7.966609984,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.94779E+16,48,3,true,false,2,249,18224840500,0.5,28.8,28.78801786,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.15858E+18,48,3,false,true,0,55,3016775600,0.5,14.4,12.98100245,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.15858E+18,48,3,false,false,0,94,44200,0.5,14.4,14.28901732,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.15858E+18,48,3,false,false,0,67,5719272600,0.5,14.4,14.33407429,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.18821E+18,48,3,true,true,3,197,12209442400,0.6,230.4,45.86919505,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.18821E+18,48,3,true,true,3,263,221100,0.6,230.4,49.04166892,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.18821E+18,48,3,true,true,3,817,94214908500,0.6,230.4,175.3171805,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.38437E+18,48,3,true,true,3,201,11823088300,0.6,115.2,46.88934457,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.38437E+18,48,3,true,false,3,994,455300,0.6,115.2,115.1064796,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.38437E+18,48,3,true,false,1,582,57949284400,0.6,115.2,115.1629877,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,3.37901E+18,48,3,true,true,3,187,14634357100,0.6,57.6,45.34329967,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,3.37901E+18,48,3,true,true,2,173,147900,0.6,57.6,35.39516796,,,,,,,,,,,,,,,,
Ants,Pure Random,3.37901E+18,48,3,true,false,1,282,25832161900,0.6,57.6,57.22890354,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.36096E+18,48,3,true,true,1,113,8689300000,0.6,28.8,28.46897584,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.36096E+18,48,3,false,false,0,173,82200,0.6,28.8,28.70638564,,,,,,,,,,,,,,,,
Ants,Pure Random,4.36096E+18,48,3,true,false,1,217,15990798200,0.6,28.8,28.79303044,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.49156E+18,48,3,false,true,0,47,3785916100,0.6,14.4,11.55187975,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.49156E+18,48,3,false,false,0,78,32500,0.6,14.4,14.32742224,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.49156E+18,48,3,true,false,0,73,6033618900,0.6,14.4,14.0030116,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.89427E+18,32,5,true,true,5,171,8614640000,0,102.4,32.05083573,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.89427E+18,32,5,true,true,0,165,145100,0,102.4,31.50779709,,,,,,,,,,,,,,,,
Ants,Pure Random,1.89427E+18,32,5,true,true,5,363,42162967200,0,102.4,55.25737127,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.84437E+18,32,5,true,true,5,195,15745447900,0,51.2,30.19816449,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.84437E+18,32,5,false,false,0,343,393500,0,51.2,51.19647915,,,,,,,,,,,,,,,,
Ants,Pure Random,4.84437E+18,32,5,true,true,5,329,26324309600,0,51.2,46.98211634,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.6942E+17,32,5,true,true,3,145,12723758700,0,25.6,25.10694938,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.6942E+17,32,5,false,false,0,151,151400,0,25.6,25.5909914,,,,,,,,,,,,,,,,
Ants,Pure Random,4.6942E+17,32,5,true,false,2,179,16440388300,0,25.6,25.55518422,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.51242E+18,32,5,false,true,0,69,6400645700,0,12.8,11.5384929,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.51242E+18,32,5,false,false,0,74,45100,0,12.8,12.72702605,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.51242E+18,32,5,false,false,0,95,4666867700,0,12.8,12.78851899,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,6.22751E+18,32,5,true,false,0,32,5493262100,0,6.4,6.044607003,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,6.22751E+18,32,5,false,false,0,32,19400,0,6.4,6.104797267,,,,,,,,,,,,,,,,
Ants,Pure Random,6.22751E+18,32,5,false,false,0,47,2315990700,0,6.4,6.329458972,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,7.7776E+18,32,5,true,true,5,157,12392532600,0.1,102.4,29.90037727,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,7.7776E+18,32,5,true,true,5,167,133000,0.1,102.4,31.86133872,,,,,,,,,,,,,,,,
Ants,Pure Random,7.7776E+18,32,5,true,true,5,559,47580142200,0.1,102.4,91.9751902,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-4.8268E+18,32,5,true,true,5,225,16385287200,0.1,51.2,37.79680931,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-4.8268E+18,32,5,true,true,0,215,175300,0.1,51.2,39.53523079,,,,,,,,,,,,,,,,
Ants,Pure Random,-4.8268E+18,32,5,true,false,2,323,26253814400,0.1,51.2,51.13321248,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.11046E+18,32,5,true,true,4,137,9554108300,0.1,25.6,23.83729214,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.11046E+18,32,5,true,true,2,73,69800,0.1,25.6,13.58046218,,,,,,,,,,,,,,,,
Ants,Pure Random,1.11046E+18,32,5,true,false,4,227,15109821500,0.1,25.6,25.54776004,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.52678E+18,32,5,true,true,2,51,5073602200,0.1,12.8,10.87980919,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.52678E+18,32,5,false,false,0,78,36400,0.1,12.8,12.68698763,,,,,,,,,,,,,,,,
