algorithmName,terrainType,randomSeed,boardSize,numObjects,collectedDamon,returnedHome,objectsCollected,stepsTaken,runtime,estimationNoise,startingBattery,usedBattery,,,,,,,,,,,,,,,,
Greedy,Pure Random,7.33E+18,64,3,true,true,1,137,486900,0.2,51.2,29.1987857,,,,,,,,,,,,,,,,
Ants,Pure Random,7.33E+18,64,3,true,false,1,273,52226274500,0.2,51.2,51.024406,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.15E+18,64,3,true,true,2,125,16331012100,0.2,25.6,24.30156925,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.15E+18,64,3,false,false,0,204,242200,0.2,25.6,25.57638639,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.15E+18,64,3,true,false,0,137,20855077700,0.2,25.6,25.5980378,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.30E+18,64,3,true,true,3,315,54280128800,0.3,409.6,65.39885757,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.30E+18,64,3,true,true,3,547,1053100,0.3,409.6,101.2432681,,,,,,,,,,,,,,,,
Ants,Pure Random,4.30E+18,64,3,true,true,3,689,1.57E+11,0.3,409.6,139.586341,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.31E+18,64,3,true,true,3,251,65201423100,0.3,204.8,55.13872774,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.31E+18,64,3,true,false,3,1108,1119600,0.3,204.8,204.7575567,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.31E+18,64,3,true,true,3,805,1.94E+11,0.3,204.8,159.1686804,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.51E+18,64,3,true,true,3,203,57588037400,0.3,102.4,45.48783268,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.51E+18,64,3,false,false,0,546,1048400,0.3,102.4,102.275962,,,,,,,,,,,,,,,,
Ants,Pure Random,4.51E+18,64,3,true,false,3,495,97760980000,0.3,102.4,102.3376155,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.01E+18,64,3,true,true,2,227,35228058100,0.3,51.2,50.16327864,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.01E+18,64,3,true,true,1,125,356400,0.3,51.2,25.02724782,,,,,,,,,,,,,,,,
Ants,Pure Random,1.01E+18,64,3,true,false,2,289,49668617600,0.3,51.2,51.07411965,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.31E+18,64,3,true,true,0,123,18086930700,0.3,25.6,24.07764147,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.31E+18,64,3,false,false,0,139,110400,0.3,25.6,25.53352733,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.31E+18,64,3,true,false,0,129,21454978900,0.3,25.6,25.54199883,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,2.94E+18,64,3,true,true,3,317,69541410400,0.4,409.6,70.74123366,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,2.94E+18,64,3,true,true,3,321,605800,0.4,409.6,65.08547803,,,,,,,,,,,,,,,,
Ants,Pure Random,2.94E+18,64,3,true,true,3,585,1.32E+11,0.4,409.6,129.2714236,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.22E+18,64,3,true,true,3,277,80122413300,0.4,204.8,67.74531587,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.22E+18,64,3,true,false,3,1811,1378900,0.4,204.8,204.7386218,,,,,,,,,,,,,,,,
Ants,Pure Random,4.22E+18,64,3,true,false,3,987,2.52E+11,0.4,204.8,204.7276371,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,3.03E+18,64,3,true,true,3,309,41193336400,0.4,102.4,64.63252214,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,3.03E+18,64,3,true,true,3,271,361600,0.4,102.4,55.24884198,,,,,,,,,,,,,,,,
Ants,Pure Random,3.03E+18,64,3,true,false,2,583,1.14E+11,0.4,102.4,102.3845245,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.80E+18,64,3,true,true,2,207,35026703800,0.4,51.2,49.60229849,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.80E+18,64,3,true,true,0,119,275100,0.4,51.2,25.28231045,,,,,,,,,,,,,,,,
Ants,Pure Random,1.80E+18,64,3,true,false,1,224,38822901600,0.4,51.2,51.02950906,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.29E+18,64,3,true,false,0,119,24801411200,0.4,25.6,25.5187042,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.29E+18,64,3,false,false,0,173,226000,0.4,25.6,25.50372169,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.29E+18,64,3,false,false,0,134,20312990100,0.4,25.6,25.54565711,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.74709E+18,64,3,true,true,3,183,67553292400,0.5,409.6,44.43728432,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.74709E+18,64,3,true,true,3,201,3398900,0.5,409.6,36.68128382,,,,,,,,,,,,,,,,
Ants,Pure Random,1.74709E+18,64,3,true,true,3,539,1.50296E+11,0.5,409.6,123.5992324,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.38867E+18,64,3,true,true,3,241,44804376100,0.5,204.8,52.43783226,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.38867E+18,64,3,true,true,0,923,2381400,0.5,204.8,177.8717328,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.38867E+18,64,3,true,false,3,926,2.15452E+11,0.5,204.8,204.7491359,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,7.37248E+17,64,3,true,true,3,187,48800641700,0.5,102.4,43.70892917,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,7.37248E+17,64,3,true,true,1,365,878000,0.5,102.4,75.12453464,,,,,,,,,,,,,,,,
Ants,Pure Random,7.37248E+17,64,3,true,false,3,465,91573844900,0.5,102.4,102.3926263,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.91441E+18,64,3,true,true,2,211,24921194100,0.5,51.2,47.77495138,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.91441E+18,64,3,true,true,1,107,449600,0.5,51.2,20.6604805,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.91441E+18,64,3,true,false,2,252,36696534400,0.5,51.2,51.12172625,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,9.0462E+18,64,3,false,true,0,103,10010887900,0.5,25.6,23.71583154,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,9.0462E+18,64,3,false,false,0,187,1539900,0.5,25.6,25.52897458,,,,,,,,,,,,,,,,
Ants,Pure Random,9.0462E+18,64,3,false,false,0,126,22161907100,0.5,25.6,25.58203811,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.43703E+18,64,3,true,true,3,215,35106697500,0.6,409.6,52.01630517,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.43703E+18,64,3,true,false,3,3393,35933700,0.6,409.6,409.5758128,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.43703E+18,64,3,true,false,3,953,1.82965E+11,0.6,409.6,209.0542501,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,6.7517E+18,64,3,true,true,3,295,42261791100,0.6,204.8,71.65646598,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,6.7517E+18,64,3,true,true,1,1037,2436300,0.6,204.8,178.9750965,,,,,,,,,,,,,,,,
Ants,Pure Random,6.7517E+18,64,3,true,true,3,783,1.36054E+11,0.6,204.8,163.3329744,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.74373E+18,64,3,true,true,3,257,36745928200,0.6,102.4,56.69579682,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.74373E+18,64,3,true,true,3,135,132900,0.6,102.4,23.73519677,,,,,,,,,,,,,,,,
Ants,Pure Random,5.74373E+18,64,3,true,true,3,489,66866160800,0.6,102.4,97.62027992,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.19168E+18,64,3,true,true,2,231,22736771900,0.6,51.2,50.10994604,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.19168E+18,64,3,true,true,0,127,129800,0.6,51.2,25.37366606,,,,,,,,,,,,,,,,
Ants,Pure Random,5.19168E+18,64,3,true,false,1,234,30213386700,0.6,51.2,51.03918788,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.92314E+18,64,3,true,true,1,105,11972761900,0.6,25.6,25.08965695,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.92314E+18,64,3,false,false,0,168,72300,0.6,25.6,25.54534222,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.92314E+18,64,3,true,false,1,140,17740673700,0.6,25.6,25.56474515,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.22843E+18,48,5,true,true,5,129,24052694100,0,230.4,26.53236108,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.22843E+18,48,5,true,true,1,1317,4441200,0,230.4,211.9455309,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.22843E+18,48,5,true,true,5,509,62316816300,0,230.4,81.31759264,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.35464E+18,48,5,true,true,5,199,17378209300,0,115.2,40.38395775,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.35464E+18,48,5,true,true,4,539,687900,0,115.2,97.27372691,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.35464E+18,48,5,true,true,5,655,67081457000,0,115.2,101.371453,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.70252E+18,48,5,true,true,4,297,25706996400,0,57.6,57.07438756,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.70252E+18,48,5,true,true,3,223,368400,0,57.6,39.76544907,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.70252E+18,48,5,true,false,1,379,41836351300,0,57.6,57.44915935,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,2.08339E+18,48,5,true,true,2,167,22179484000,0,28.8,28.40869796,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,2.08339E+18,48,5,false,false,0,227,463300,0,28.8,28.65129934,,,,,,,,,,,,,,,,
Ants,Pure Random,2.08339E+18,48,5,true,false,2,195,14855744800,0,28.8,28.77161991,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.21332E+18,48,5,false,true,1,61,6531213800,0,14.4,11.71466449,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.21332E+18,48,5,false,false,0,89,76200,0,14.4,14.26359736,,,,,,,,,,,,,,,,
Ants,Pure Random,5.21332E+18,48,5,true,false,1,120,10670572200,0,14.4,14.39919682,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-7.79366E+18,48,5,true,true,5,239,28464959900,0.1,230.4,44.4199386,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-7.79366E+18,48,5,true,true,2,189,249000,0.1,230.4,31.3125503,,,,,,,,,,,,,,,,
Ants,Pure Random,-7.79366E+18,48,5,true,true,5,689,98715566400,0.1,230.4,119.4594991,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.35533E+17,48,5,true,true,5,289,29332887000,0.1,115.2,56.93473634,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.35533E+17,48,5,true,true,1,193,285600,0.1,115.2,39.98817161,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.35533E+17,48,5,true,false,5,717,78109149900,0.1,115.2,115.049496,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.88109E+18,48,5,true,true,4,307,32815750400,0.1,57.6,56.83043494,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.88109E+18,48,5,true,true,1,157,183000,0.1,57.6,37.01218775,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.88109E+18,48,5,true,false,2,320,35463353500,0.1,57.6,57.5701605,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,3.98797E+18,48,5,true,true,3,163,16531259100,0.1,28.8,27.60224633,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,3.98797E+18,48,5,true,false,0,324,350300,0.1,28.8,28.74453964,,,,,,,,,,,,,,,,
Ants,Pure Random,3.98797E+18,48,5,true,false,2,174,19184734900,0.1,28.8,28.77254594,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,8.16218E+18,48,5,true,false,2,84,11626368500,0.1,14.4,14.1292694,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,8.16218E+18,48,5,false,false,0,147,139900,0.1,14.4,14.37674534,,,,,,,,,,,,,,,,
Ants,Pure Random,8.16218E+18,48,5,true,false,1,97,12111624900,0.1,14.4,14.29675238,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-5.4305E+18,48,5,true,true,5,313,49595887300,0.2,230.4,62.31049711,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-5.4305E+18,48,5,true,true,5,313,336600,0.2,230.4,60.14929054,,,,,,,,,,,,,,,,
Ants,Pure Random,-5.4305E+18,48,5,true,true,5,1101,1.33114E+11,0.2,230.4,199.8569304,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,6.34584E+16,48,5,true,true,5,243,24981725800,0.2,115.2,49.64654216,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,6.34584E+16,48,5,true,true,5,265,259100,0.2,115.2,51.93722778,,,,,,,,,,,,,,,,
Ants,Pure Random,6.34584E+16,48,5,true,false,3,627,64793330200,0.2,115.2,115.152036,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.93137E+18,48,5,true,true,5,229,36145768800,0.2,57.6,49.32973355,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.93137E+18,48,5,true,true,2,201,201800,0.2,57.6,39.11287199,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.93137E+18,48,5,true,false,1,322,37828112900,0.2,57.6,57.50683947,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,2.23238E+18,48,5,true,true,2,141,22938340100,0.2,28.8,27.59782975,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,2.23238E+18,48,5,false,true,0,227,629700,0.2,28.8,28.76660409,,,,,,,,,,,,,,,,
Ants,Pure Random,2.23238E+18,48,5,true,false,3,149,21611214900,0.2,28.8,28.68707461,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-3.56462E+18,48,5,false,true,0,59,9387517800,0.2,14.4,12.69227947,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-3.56462E+18,48,5,false,false,0,74,74300,0.2,14.4,14.35588531,,,,,,,,,,,,,,,,
Ants,Pure Random,-3.56462E+18,48,5,true,false,0,79,6685318400,0.2,14.4,14.31996042,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-9.12613E+18,48,5,true,true,5,281,26537779900,0.3,230.4,59.68275612,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-9.12613E+18,48,5,true,true,5,347,353100,0.3,230.4,62.5031376,,,,,,,,,,,,,,,,
Ants,Pure Random,-9.12613E+18,48,5,true,true,5,913,1.08766E+11,0.3,230.4,178.4986234,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.8909E+18,48,5,true,true,5,249,27329904700,0.3,115.2,57.4856316,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.8909E+18,48,5,true,true,5,253,192200,0.3,115.2,47.72320318,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.8909E+18,48,5,true,true,5,531,61482552500,0.3,115.2,101.7213798,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.99248E+18,48,5,true,true,4,267,28912972000,0.3,57.6,56.11607735,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.99248E+18,48,5,true,true,3,229,209700,0.3,57.6,40.66667099,,,,,,,,,,,,,,,,
Ants,Pure Random,5.99248E+18,48,5,true,false,3,300,35170173400,0.3,57.6,57.13347678,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.82081E+17,48,5,true,true,0,129,12367009900,0.3,28.8,27.44179374,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.82081E+17,48,5,false,false,0,346,137900,0.3,28.8,28.77818904,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.82081E+17,48,5,true,false,1,212,14777318300,0.3,28.8,28.76658905,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-6.1716E+18,48,5,false,true,0,65,6336982000,0.3,14.4,13.86434581,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-6.1716E+18,48,5,false,false,0,51,21400,0.3,14.4,14.33298182,,,,,,,,,,,,,,,,
Ants,Pure Random,-6.1716E+18,48,5,false,false,0,61,5356823900,0.3,14.4,14.35508497,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.32512E+18,48,5,true,true,5,609,60869973600,0.4,230.4,128.2505825,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.32512E+18,48,5,true,true,1,1059,647000,0.4,230.4,213.1647182,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.32512E+18,48,5,true,false,4,1177,1.38714E+11,0.4,230.4,230.2950325,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-4.14622E+18,48,5,true,true,5,197,19489192000,0.4,115.2,44.05691904,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-4.14622E+18,48,5,false,false,0,820,927100,0.4,115.2,115.1476443,,,,,,,,,,,,,,,,
Ants,Pure Random,-4.14622E+18,48,5,true,true,5,603,70789230000,0.4,115.2,112.5609771,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,2.00542E+18,48,5,true,true,4,249,22964656100,0.4,57.6,55.83084941,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,2.00542E+18,48,5,true,true,0,193,182400,0.4,57.6,40.33838896,,,,,,,,,,,,,,,,
Ants,Pure Random,2.00542E+18,48,5,true,false,2,264,25792393400,0.4,57.6,57.52152247,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.48511E+18,48,5,true,true,0,121,13011070000,0.4,28.8,26.9033169,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.48511E+18,48,5,false,false,0,143,70200,0.4,28.8,28.5929851,,,,,,,,,,,,,,,,
Ants,Pure Random,4.48511E+18,48,5,true,false,0,130,10803169200,0.4,28.8,28.65846331,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,8.13277E+18,48,5,false,true,0,61,5470509000,0.4,14.4,13.25303675,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,8.13277E+18,48,5,false,false,0,184,71600,0.4,14.4,14.34605004,,,,,,,,,,,,,,,,
Ants,Pure Random,8.13277E+18,48,5,false,false,0,72,4892446900,0.4,14.4,14.27760594,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,2.7881E+18,48,5,true,true,5,249,21997545400,0.5,230.4,59.50193385,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,2.7881E+18,48,5,false,false,0,1236,1952300,0.5,230.4,230.1532431,,,,,,,,,,,,,,,,
Ants,Pure Random,2.7881E+18,48,5,true,true,5,869,1.29674E+11,0.5,230.4,185.1408536,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,6.06047E+18,48,5,true,true,5,253,35722934900,0.5,115.2,58.57336385,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,6.06047E+18,48,5,true,true,4,553,429300,0.5,115.2,92.53672715,,,,,,,,,,,,,,,,
Ants,Pure Random,6.06047E+18,48,5,true,true,5,461,51013917300,0.5,115.2,97.19501782,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.19779E+18,48,5,true,true,4,281,23476155600,0.5,57.6,55.9329547,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.19779E+18,48,5,true,true,5,211,237300,0.5,57.6,38.66179104,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.19779E+18,48,5,true,false,2,268,21597066700,0.5,57.6,57.4345956,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,9.65258E+17,48,5,true,true,1,109,9408407100,0.5,28.8,26.37890633,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
