"algorithmName","terrainType","randomSeed","boardSize","numObjects","collectedDamon","returnedHome","objectsCollected","stepsTaken","runtime","estimationNoise","startingBattery","usedBattery"
"Greedy","Pure Random",-8890897103342887007,48,5,true,true,5,253,192200,0.3,115.2,47.72320317897395
"Ants","Pure Random",-8890897103342887007,48,5,true,true,5,531,61482552500,0.3,115.2,101.72137980787555,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",5992481128515117124,48,5,true,true,4,267,28912972000,0.3,57.6,56.116077346286374,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",5992481128515117124,48,5,true,true,3,229,209700,0.3,57.6,40.66667098503157
"Ants","Pure Random",5992481128515117124,48,5,true,false,3,300,35170173400,0.3,57.6,57.133476777410976,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-282080792037579292,48,5,true,true,0,129,12367009900,0.3,28.8,27.441793736738305,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-282080792037579292,48,5,false,false,0,346,137900,0.3,28.8,28.778189040907066
"Ants","Pure Random",-282080792037579292,48,5,true,false,1,212,14777318300,0.3,28.8,28.766589046665594,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-6171596085333173316,48,5,false,true,0,65,6336982000,0.3,14.4,13.86434580916449,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-6171596085333173316,48,5,false,false,0,51,21400,0.3,14.4,14.332981818249992
"Ants","Pure Random",-6171596085333173316,48,5,false,false,0,61,5356823900,0.3,14.4,14.355084965013562,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-1325123607490696264,48,5,true,true,5,609,60869973600,0.4,230.4,128.25058251117818,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-1325123607490696264,48,5,true,true,1,1059,647000,0.4,230.4,213.1647181541532
"Ants","Pure Random",-1325123607490696264,48,5,true,false,4,1177,138713836400,0.4,230.4,230.29503246293768,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-4146217304635014062,48,5,true,true,5,197,19489192000,0.4,115.2,44.05691903938076,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-4146217304635014062,48,5,false,false,0,820,927100,0.4,115.2,115.14764434204076
"Ants","Pure Random",-4146217304635014062,48,5,true,true,5,603,70789230000,0.4,115.2,112.56097709047785,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",2005421600416670989,48,5,true,true,4,249,22964656100,0.4,57.6,55.83084940659703,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",2005421600416670989,48,5,true,true,0,193,182400,0.4,57.6,40.33838895967857
"Ants","Pure Random",2005421600416670989,48,5,true,false,2,264,25792393400,0.4,57.6,57.52152247246634,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",4485114272801904281,48,5,true,true,0,121,13011070000,0.4,28.8,26.90331689593021,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",4485114272801904281,48,5,false,false,0,143,70200,0.4,28.8,28.59298510337233
